User,Item 1,Item 2,Item 3,Item 4,Item 5
S8543187E,0,4,3,8,5
S6093875S,4,0,8,3,6
S7924039X,4,5,8,1,0
S5554623C,0,4,8,6,5
S6487250V,5,0,8,2,6
S9542009D,4,6,0,5,3
S6135031R,3,6,0,8,5
S9518850Q,6,2,3,4,0
S6493934L,4,6,8,7,5
S6470827I,4,3,0,6,8
S7081372Q,1,0,6,7,4
S8516036C,4,6,8,7,0
S6882038C,4,6,7,0,1
S7274037B,0,8,6,5,1
S7792288N,4,5,0,6,8
S7914337H,1,6,0,5,7
S7202980Q,0,5,6,4,8
S7220611T,6,0,4,8,7
S4666863N,8,3,1,4,5
S7417711C,7,8,3,5,6
S7626266B,0,4,7,8,1
S5409015U,5,0,1,3,4
S8673639C,2,0,8,7,1
S9894089C,0,4,8,7,1
S6998300Y,0,6,2,4,3
S6410417M,0,7,8,3,6
S8334570K,0,4,1,8,5
S6982048N,0,6,4,2,5
S5467780B,5,1,0,4,3
S8225973H,8,1,0,6,5
S7148065P,4,7,1,8,3
S8442131M,8,3,1,0,2
S7379431V,6,4,2,1,3
S8918294W,6,0,4,5,3
S9368642W,7,2,4,8,1
S8881694L,6,4,8,1,7
S6424558R,0,8,3,4,7
S9079981C,0,8,4,3,7
S7458552D,8,0,5,2,7
S5608357K,5,7,1,8,4
S6792632F,0,4,1,6,8
S8739431T,0,3,4,8,6
S6083493I,8,6,5,3,4
S6345391J,0,4,6,1,7
S4079054K,0,6,5,3,1
S6139112L,6,4,5,3,1
S6527631T,5,3,0,4,2
S6450066W,8,6,0,3,5
S6791835C,6,1,0,7,5
S6582392M,1,2,6,0,3
S9695816P,4,6,0,8,2
S7465377C,8,3,0,4,7
S8778984V,0,6,3,1,5
S7802320H,4,0,6,1,7
S8584117T,1,0,4,3,8
S7374986B,4,2,1,3,0
S6888630B,0,8,1,4,7
S9451476S,1,0,8,5,7
S7201768O,5,4,8,6,0
S6926042P,0,4,8,5,2
S6750965I,6,7,8,0,4
S6115361Q,3,6,0,8,5
S9371654G,7,1,4,2,0
S7200227U,5,8,2,0,4
S8215661O,0,1,4,7,8
S6531048Y,0,4,5,3,6
S9191326Q,4,6,8,0,3
S4048627B,8,4,1,5,0
S6543361T,1,7,8,6,2
S8521991H,4,8,0,3,5
S5754572E,4,6,1,7,5
S7077777U,1,0,4,8,7
S5352312R,1,0,2,6,7
S7677139N,4,0,5,8,1
S6769723R,0,4,7,1,6
S8109669G,7,8,5,1,0
S5911721N,0,4,5,6,8
S6771094Q,0,7,4,8,6
S7463758C,3,0,4,8,7
S5544711Q,0,5,4,8,6
S8385992D,4,6,1,0,7
S7307622D,0,4,8,6,3
S7460192U,0,4,7,8,3
S9790430W,1,0,6,2,5
S6599996N,4,6,1,2,3
S6409662G,1,0,6,7,3
S6185996D,0,4,6,5,3
S7325833W,4,6,1,2,0
S7193269E,8,4,1,7,6
S9292484I,0,8,7,3,6
S6932179X,0,6,4,1,2
S8136279F,5,0,3,6,8
S9396135M,1,7,4,2,0
S7218151J,6,7,5,4,0
S5115387H,0,5,3,8,6
S6561855U,7,8,6,2,4
S4860751B,0,4,8,1,7
S5026709R,0,2,3,8,1
S5849108K,1,6,0,3,8
S6122600O,3,0,8,5,4
S6662156F,4,0,3,5,8
S6859095T,7,8,1,0,5
S7073383W,4,8,6,0,1
S4953819P,8,0,1,5,7
S9829032W,0,1,5,4,6
S7179161V,8,7,6,3,5
S7172551Z,1,4,3,0,7
S5948649G,5,8,0,3,4
S7664287R,4,0,8,1,7
S6797842A,6,1,0,7,8
S4785808J,1,4,0,5,6
S9857722K,8,0,6,1,2
S6440269M,8,4,0,5,1
