User,Item 1,Item 2,Item 3,Item 4,Item 5
S5112438Y,8,1,2,7,5
S4505583B,8,1,4,6,7
S7349203M,8,1,3,6,4
S5054059Q,4,6,3,0,5
S4734773L,4,0,5,8,2
S5053967U,4,6,3,0,8
S9518850Q,0,8,4,6,3
S6533400R,6,1,4,5,3
S7499031I,0,5,7,2,4
S5316635Z,0,2,6,1,4
S6341164C,0,2,6,4,5
S5958514Z,4,0,5,6,8
S6622648Q,5,4,3,0,2
S7701678V,4,0,7,6,2
S4355497H,3,4,8,2,7
S9781995L,8,2,5,0,1
S4725784D,0,3,1,5,4
S5467780B,5,1,8,2,4
S7110687F,0,2,8,6,4
S9497962S,4,0,8,2,5
S6785717F,0,4,7,1,8
S9685872X,0,4,2,5,6
S5394499X,0,2,4,1,7
S9451919V,8,4,0,1,3
S4739726D,0,8,5,2,3
S8683565P,8,0,5,1,2
S5949087G,0,4,5,8,6
S5637878M,4,0,5,2,3
S4698292L,0,8,5,1,6
S6969852U,8,0,5,1,4
S9395759U,2,0,4,7,1
S6723736R,0,5,6,2,7
S7055579P,4,0,5,1,3
S9827663T,8,0,1,6,4
S5683672J,0,4,5,2,1
S4373570P,8,3,4,2,5
S4546028K,5,4,3,8,2
S6185996D,0,5,3,4,8
S7209393U,3,1,0,6,8
S6805292T,0,8,5,2,1
S4570468P,1,8,5,0,2
S4523483J,8,2,0,6,4
S5826063L,8,1,0,5,6
S7404670I,0,4,2,3,8
S8620194R,7,0,2,4,5
S6653365O,5,4,3,0,2
S5155447J,0,1,6,8,2
S7456186P,0,2,5,8,1
S6314511W,4,8,0,5,3
S5980712O,0,5,8,4,2
S7025910R,4,0,5,8,1
S6465928G,3,0,7,8,5
S7024462R,1,0,6,4,3
S4352083W,0,7,5,3,2
S6428542B,3,4,8,5,0
S9050793U,8,4,5,0,3
S8034273P,4,0,8,2,3
S5231257I,0,6,5,8,2
S9696464O,8,0,1,4,5
S9618217K,0,4,2,5,6
S6793475E,0,6,8,5,4
S6420831V,4,0,8,1,7
S9573734S,0,3,8,6,1
S7233875O,8,5,0,1,6
S9504868B,0,3,8,5,4
S9179618C,0,7,8,3,5
S8547062D,0,8,3,7,5
S7679509W,0,5,3,7,8
S7232652G,0,6,2,1,5
S6760600T,0,5,6,4,2
S4591539B,4,0,6,8,5
S6239344M,4,3,7,8,2
S8584117T,3,0,7,1,8
S7154268E,5,8,2,3,1
S6860148Z,7,0,3,2,1
S6745519E,0,5,8,7,3
S8873155J,3,0,8,5,6
S6767292C,0,1,6,8,5
S7318490F,0,6,1,7,4
S7086015S,0,7,4,5,6
S8205278B,0,5,2,6,3
S9265668I,0,6,4,8,5
S5865830E,0,8,1,6,5
S7482283S,0,5,2,8,7
S7127118T,8,0,5,3,6
S6490205W,3,8,1,0,6
S7109003W,7,0,3,2,5
S9080094T,0,4,5,2,6
S5109393T,0,5,3,6,1
S9528813I,0,2,5,4,6
S5348789Z,0,2,5,1,6
S5104441T,0,7,2,5,8
S8440182U,0,4,7,1,8
S4162088M,4,7,3,2,5
S5185254J,1,5,3,7,2
S6911666O,0,4,5,6,7
S7202980Q,0,5,4,8,2
S7357076X,8,4,5,0,7
S6837135V,8,1,0,4,6
S7777713Q,4,3,6,0,8
S9724084C,5,4,8,2,1
S9293256P,4,0,1,3,8
S9225152K,4,3,8,0,6
S9742342C,8,5,1,2,6
S4351782V,0,3,5,8,4
S7412712O,0,5,3,8,6
S6776408T,5,6,7,2,1
S7236479K,0,4,1,5,2
S5919125E,0,4,7,5,2
S7403118B,0,5,4,3,7
S7666841Y,5,0,8,1,2
S4606390J,8,5,0,3,1
S6921951A,0,5,4,2,6
S7162455U,3,0,1,5,6
S7073383W,4,0,5,6,3
S9525795U,0,2,6,3,1
S6987060I,0,4,1,6,5
S6990364C,3,5,4,0,6
S4866580E,0,4,5,3,1
S9415761L,0,3,8,5,1
S6427100I,3,7,0,1,6
S7268806O,0,5,2,8,4
S4033991N,4,0,1,2,3
S6824954P,0,6,1,4,8
S5294858O,0,8,6,5,3
S5239762T,4,8,3,5,2
S7362940L,8,4,7,3,5
S7032379E,0,1,6,4,7
S4765448U,0,8,5,2,1
S4891176Y,0,4,1,5,6
S7703460U,0,8,4,5,2
S9760714D,2,0,6,7,4
S4303107B,0,5,3,2,4
S5625066U,5,1,2,4,3
S7801661R,0,4,1,2,8
S6553793K,3,5,4,1,2
S9148252W,0,5,6,2,4
S5983699P,4,0,8,5,1
S5754572E,0,8,5,6,3
S4972569Y,0,4,8,5,2
S9509646Q,0,8,2,3,4
S9317676L,7,1,3,0,4
S7329016S,4,0,8,1,3
S6935493E,0,5,4,6,3
S6394001I,4,0,8,5,2
S5617303X,0,2,5,1,8
S7460296E,0,4,2,3,8
S9290272B,6,0,4,8,5
S5065069H,0,4,6,2,3
S5630364R,1,0,4,7,3
S7222729F,8,5,7,2,1
S6998300Y,0,4,2,3,5
S6166350C,3,0,5,8,6
S7343140E,8,0,5,1,6
S9254918I,3,0,8,1,6
S8484728Z,7,8,4,3,2
S7248802Q,1,0,2,6,8
S9308691F,4,0,7,2,6
S7149785J,5,8,3,4,0
S6083493I,3,6,5,8,4
S7768870Y,8,5,1,0,6
S4624009B,3,7,0,2,1
S6405410S,0,3,4,5,6
